Row Id,P_donor
1014,0.7759769550158543
722,0.7751393864225068
120,0.7638388575360845
56,0.7602071555651628
26,0.7551744252072297
778,0.7540443399733056
215,0.7527847126927846
165,0.7476019822461292
1263,0.7421285660933512
792,0.7414002275133722
1606,0.7283204997989434
1287,0.7240328696144678
1610,0.7170258433930056
864,0.7156082508149462
411,0.7144292801148027
1002,0.7133308064509024
223,0.7125937951683363
9,0.7095015296008312
936,0.706429589500059
955,0.7047621959461257
638,0.7047252172278579
1641,0.7043995484727563
1199,0.70104023295377
1919,0.7009802479392843
735,0.6996653650318391
1460,0.6966651305427405
1626,0.6959424818099416
824,0.6954868541225235
17,0.6941878530177706
1920,0.6929221541939409
1410,0.6923513040370906
1499,0.6919132755943487
1231,0.689283203133498
1363,0.6856106369450281
960,0.6848068625177632
6,0.6823311733032832
648,0.6810398101497004
1945,0.680706179199876
45,0.6777562477811936
1119,0.6769819727473312
1496,0.67553677284566
719,0.6739895980607017
226,0.6736582001167106
346,0.6736218636551251
464,0.6708086318162919
854,0.6707040290209875
1755,0.6670944347539279
890,0.6636884239315718
340,0.6633355148510511
477,0.6629480767969189
1954,0.6599991543362366
326,0.6597164858085205
186,0.6595876850193872
80,0.6595673680792097
352,0.6588726056250629
409,0.6557886262298984
497,0.6547571064180818
646,0.6547097157010664
1596,0.6538248882995393
1645,0.6508500204313717
1233,0.6503725419846113
1601,0.648986858873149
861,0.6484855121324055
1437,0.6465935464451864
1757,0.6441312813191055
803,0.6426945818866843
1120,0.6426366826056553
1297,0.6422285957485563
1914,0.6417515930095138
294,0.6417343308734262
930,0.6412766845200039
1556,0.6412182890025602
677,0.6408169828189519
999,0.6388274395545039
1526,0.6387512053177621
69,0.6385439382449448
802,0.6377103539558321
1748,0.637455231022618
1153,0.6357872058058848
590,0.6355373907831748
1740,0.6353335706507217
1478,0.6343482362653
1809,0.6338763092301097
448,0.6337278506578362
1495,0.6325339467819998
1617,0.6320963233377289
937,0.6302931453089095
609,0.6302816338060855
403,0.6292788848911416
1584,0.6281990507855144
1175,0.6279092310466806
595,0.6273060252545188
1184,0.6267419955368758
286,0.6261235358003868
1462,0.6254395528128569
574,0.6249153445085874
1883,0.6240442592432528
1079,0.6239871374357062
518,0.623844588639441
371,0.6228059516287467
1244,0.6212593781833537
1030,0.6210598614323458
228,0.6195326616841869
1647,0.6190561740521445
783,0.618265749621178
1699,0.6174807294826288
1961,0.6174617523956596
1597,0.6170167004104641
1310,0.6170065897097898
1630,0.6162589515305991
1672,0.6161545430651851
99,0.6160304609172577
1296,0.6153063128579238
1125,0.6152816600973167
1423,0.6152401805578043
1715,0.6151055813488353
1752,0.6143665117663752
305,0.6140814066570398
473,0.6140487674605696
1086,0.6140127684604868
1365,0.613776143448757
32,0.6135628356697613
1942,0.6132437999556924
220,0.6131002115952777
688,0.6130203621144298
630,0.6128278484688132
1826,0.6118706564636415
508,0.6117613863530054
247,0.6115124438471711
618,0.6114038766487551
1430,0.610723840242405
536,0.6106892508614785
771,0.6102830278776137
863,0.6098879105974601
1793,0.6096974083238738
1386,0.6096552535176195
1021,0.609641884959972
821,0.6093867623914656
1169,0.6093168650500829
680,0.6088930140875555
1927,0.6081816277678523
1497,0.6071904782048799
365,0.6069726514877357
983,0.6067865397030188
1845,0.606772466811788
696,0.60675661923716
975,0.6062711714723278
1185,0.6062066950361097
1121,0.6058142268313316
475,0.6052085245199125
1712,0.6050923114700444
1562,0.6047830334778579
480,0.6045403087325724
246,0.6044154115968712
1259,0.6041150681701176
229,0.6040746276096243
1637,0.6038430501834177
1450,0.6036822968129223
749,0.6034862061004883
755,0.603471127239758
1635,0.603312823662508
1432,0.6032796598194232
1862,0.6032066254087899
1335,0.6025159129512456
1962,0.6021430035109905
276,0.6019201248317078
626,0.6016044208048722
1321,0.6011919664710949
1016,0.6010507908509456
174,0.6009967187865102
551,0.6007453355620112
1466,0.599089808893884
873,0.5990867797965914
593,0.5989943351653839
1242,0.5989898502734514
811,0.5988866555862752
1790,0.5987301893937829
781,0.5980680759904694
1744,0.5975391866520736
1,0.5975298066269686
456,0.5974764606646867
1773,0.5974445090099201
635,0.5969020344772696
806,0.5966630710126687
283,0.5965983051243923
1359,0.5960033211771856
1352,0.5959531527892131
133,0.5959081901130481
894,0.5955383028970141
1904,0.5954361092617839
1264,0.5949090415792179
216,0.5946606280991998
530,0.5941373772470078
1676,0.5937948346512021
144,0.593683564062005
1250,0.5931880704458251
434,0.5931589830251802
280,0.5928988440489418
866,0.5927156047913327
119,0.5926714549367096
1988,0.5924124481461058
1100,0.5922728575574909
299,0.5922219764568801
498,0.5921588797106421
135,0.5920237510048622
839,0.5915991268623528
734,0.5914112546175483
929,0.5911815604873825
1963,0.5911430997223301
947,0.5909272662720256
676,0.5909134655564873
794,0.5907773432661358
1500,0.5907023629998442
1225,0.5906524594192458
619,0.590640778797534
1061,0.590450556445925
1558,0.5902401734787491
1625,0.5900045247221967
1958,0.5898987834011877
1681,0.5898776958594006
841,0.5897328844068721
1726,0.5895132361465354
1349,0.5892959562863277
1708,0.589280440529782
488,0.5886897925207661
628,0.5880947800493911
900,0.5879517487790403
367,0.5877151778195391
1391,0.5875592684733957
1456,0.587164551172062
1586,0.5871494038994696
1839,0.5869869668261409
1003,0.5868992119251708
1605,0.5868968527581326
1915,0.5868490133056466
1727,0.5867569208574223
1669,0.5864264422086325
1283,0.5862515892273583
1277,0.5858506634465943
992,0.585808798338714
5,0.5857617850065844
1140,0.585723583302036
920,0.5856869048661943
913,0.5856463793241282
570,0.5854211768949651
1738,0.5851918690195835
1690,0.5851222056090764
36,0.5851139449825427
786,0.5847153376282512
766,0.5845568577384006
1440,0.584547404938846
1346,0.5845184334573995
1342,0.5841601560010103
387,0.5838448439669955
1689,0.583782439015102
995,0.5837550577432865
1081,0.5835225760123569
209,0.5830888226197714
1491,0.5830422834769252
1064,0.5830298621900606
175,0.5829371800949562
1345,0.582267762304782
1001,0.5822621205155005
1357,0.5821874808377818
1688,0.5821136855924413
1101,0.5815521095593124
1354,0.5815419299559732
1667,0.5812313837873484
1646,0.5811168001650117
213,0.5810730943080513
1890,0.58067565762024
744,0.5806257363511841
47,0.5806045871147856
725,0.5805780431998344
686,0.5802372218325036
214,0.5801972112628974
51,0.579770092537017
1198,0.5793829800531943
1800,0.5792736674677251
1095,0.578981769513795
388,0.578969735418904
1226,0.5789527591778965
1173,0.5788784628179098
1869,0.5788595057972872
1825,0.5784998297458447
1621,0.5784640164296475
1600,0.578298567910327
224,0.5782515730699067
912,0.5781909438376849
1801,0.5781780927246615
332,0.5779086924540823
1253,0.5775848320823227
35,0.5773199772699575
1910,0.5772402244921512
1733,0.5771120234486529
1857,0.5769116057140476
1746,0.5768309305709188
336,0.5768276697644329
1256,0.5767596648055483
1982,0.5764170779893827
353,0.5763873010380256
1176,0.5762206020120155
700,0.575954153148524
1116,0.575947807688566
1868,0.5759179776069066
29,0.5757243161673692
90,0.575686077422099
416,0.5754394534372198
397,0.5750696726726338
1206,0.5747391821707515
1780,0.5744793421789962
297,0.5743234876567286
1262,0.5740203173554945
1168,0.5734807909395644
1108,0.5733827890773068
245,0.5732691324943564
1270,0.5732160231385419
887,0.5730771320917905
746,0.572856300147905
1859,0.5728144989300209
266,0.5727401712221498
717,0.5720830153689159
1171,0.5720526178687343
1033,0.5720437352750966
685,0.5718425775356392
1756,0.5716744561496806
